s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,vibration_rms,temp_c,pressure_bar,humidity_pct,machine_type,shift,plant_region,operator_id,line_id,timestamp,quality_score
-1.726683501113185,-2.5053658386662,4.229919841390282,-5.974067207454632,0.8479604548698518,5.179497086927933,5.3118623985347835,-5.722874281700458,,-7.132109532775377,0.7253018265055982,4.794797660167149,1.2716271238211583,4.743394563255876,3.2637013520375975,4.214557315172039,-1.3095727967416348,9.777943283382886,2.7003531076020333,-6.754123814417229,0.17353832190147722,35.43433118223118,7.300201347230237,64.0650136896569,,day,,129,4,2024-04-29 14:57:00,51.345036089411536
4.553934972383824,10.565414316765644,-5.348423973904154,5.386390824826662,-1.3130400404700482,,,,-4.881984787382561,-1.317917032186925,-5.7858113158333735,-6.109379713157876,4.720002128719901,5.848672697058673,,0.5339239667284807,,-4.824297158144204,-10.727359023228216,10.150978189167377,0.4972368434702191,41.83906956493001,5.111337107285775,47.33827656844191,A,evening,Sur,134,5,2024-05-26 18:12:00,
,-14.133572126316382,3.3394843825858,,-3.8216140710740696,-4.221488567328205,-8.719204147524769,-5.700690466695787,-2.1042177695578648,7.224991930214271,,5.2815933102642605,0.9539476794912358,,-1.927398333594914,-1.0510578898631295,1.1894162896149647,-3.570297081451275,-6.144717117624742,-4.256267761776046,,37.40102405924169,4.40308580198422,63.189637330938844,C,evening,Centro,100,4,2024-04-30 04:28:00,103.53798610749877
0.5263245767794078,-11.22092769925053,6.260951707813869,-1.4751322304805576,1.0989179806479825,-2.9638538237139818,3.4506829353308666,-4.5587949571921005,-6.287326206246463,-0.6174242644192697,0.7989087226436242,-2.4528630008631542,2.033889005354492,-15.443224161404105,3.0712591225303743,4.1654224919283065,-0.4248672459108444,0.38626038583818006,7.450427752277307,-3.206265589667674,2.7645657795738736,,5.198709156291999,,A,day,Norte,112,2,,48.8509953366506
-3.420097948324226,5.549899483932533,-3.688062142393228,-0.391355259930735,-0.5916981337186122,6.968590471817779,6.76817644080111,-0.21100837065553804,-12.24874131067111,-6.8922652644033935,-3.8284487465680686,-10.671680049177859,3.9231388185250156,-11.946195407606774,3.0159882487203498,-2.6904592619301115,-3.8766210567995927,5.220217419781371,8.103486838173957,7.34675780053945,1.789803746239794,37.773488153225905,4.952631075603359,48.82059860200284,B,day,Centro,125,,2024-01-28 04:43:00,70.34620359265433
-3.740380347156256,2.9653207156709733,1.5149569092238448,-15.970407369163903,-0.9973439153682777,-9.269618866290852,5.470869036609758,8.28642312223783,7.9527396692107715,6.450401586861727,5.02999088310011,-3.5590014002616717,,-3.455085158722166,-8.8968596048853,-5.801777465985035,,6.5766570711410886,0.43916420784457966,8.284513720918355,2.2003515865996444,41.505794048690724,3.0318893732224463,53.82360080404212,C,night,Sur,125,5,2024-06-01 14:14:00,56.059338215585846
-0.9579600922165927,-6.121973205864407,-4.657129035783505,5.167042414331241,-1.2294238408515108,5.574738210487816,3.8531678778925227,15.669659068724279,,3.344474989594986,5.029862872983855,8.391577828462486,-1.6551309482493637,-11.879306009089888,3.582760758243126,-0.7045289400871507,9.187362352069806,-8.393744962981074,-4.108667508212186,5.774177815635473,1.357733126287355,46.995165208894235,6.918875065981129,68.181613707754,C,day,Centro,108,2,2024-06-17 10:14:00,
.329488286517218,7.634532961704295,7.573820529995847,4.015690230832629,1.5483195330588864,-5.412446992265533,10.994222908461438,-3.838376109410936,2.005558844856914,-5.994147038726236,-4.282169886962191,5.405093550375083,9.916106473233084,-0.08535762038834785,10.409310544568664,1.873364383963502,11.229963126179932,-13.33227976895594,19.644712230347988,1.9190781442703613,3.144537737722664,31.425989861913088,5.2599496118100815,43.54361033146731,C,day,Sur,105,,2024-03-15 23:18:00,65.93116557111784
-3.5431453771254655,-6.862294667845731,-6.272315777569836,2.1002703334141746,-4.501932844351097,0.2985826484530305,-5.008381863380216,-1.3620180762165466,3.6186679692408354,-0.3772826854481005,7.991169575686293,4.59167544014583,3.464430356316298,1.452244317350111,-2.853454205465684,4.9904149087502345,-6.703190496730601,2.5049786684337287,10.123160106555046,0.7993331594965453,0.2574996153761351,42.03686983001244,,84.29508784343561,A,day,Centro,121,3,2024-06-02 09:48:00,61.07796602538708
1.1626256127654715,-4.947327852797421,-3.3888511909304615,,-6.779961993081968,-2.3765616183851375,0.530796350262148,-1.3220195636265246,-1.8443229283902054,3.392650773510434,5.841374486124272,-3.1459751467007853,14.267123135328962,5.6347826665263225,1.3078531408492624,-8.61407562208283,-4.761429562122604,,-3.207150752714975,-4.1970200381675,2.5242514052716283,36.475031536222396,5.716481432312567,89.48191280848066,B,day,Centro,106,3,2024-06-01 10:39:00,69.14264981345367
